patient_index,mean_pairwise_cosine,pair_cosines
2697,-0.02680604,"{""0-1"": 0.05513140559196472, ""0-2"": -0.055580299347639084, ""1-2"": -0.07996922731399536}"
2698,0.11467366,"{""0-1"": 0.26746565103530884, ""0-2"": 0.02500244975090027, ""1-2"": 0.051552869379520416}"
2699,0.57250533,"{""0-1"": 0.5323762893676758, ""0-2"": 0.40636077523231506, ""1-2"": 0.7787789106369019}"
2700,0.02780844,"{""0-1"": 0.07002248615026474, ""0-2"": 0.0008198799914680421, ""1-2"": 0.012582947500050068}"
2701,0.08920459,"{""0-1"": 0.25734999775886536, ""0-2"": -0.09785113483667374, ""1-2"": 0.10811489820480347}"
2702,0.97427440,"{""0-1"": 0.9742743968963623}"
2703,0.99999988,"{""0-1"": 0.9999998807907104}"
2704,-0.05609248,"{""0-1"": -0.08289866894483566, ""0-2"": -0.0061233690939843655, ""1-2"": -0.07925540208816528}"
2705,-0.01819653,"{""0-1"": 0.0404876172542572, ""0-2"": -0.10140157490968704, ""1-2"": 0.006324355956166983}"
2706,0.24737832,"{""0-1"": 0.06379923224449158, ""0-2"": 0.016192423179745674, ""1-2"": 0.6621432900428772}"
2707,0.98371345,"{""0-1"": 0.9837134480476379}"
2708,0.99999988,"{""0-1"": 0.9999998807907104}"
2709,0.00172891,"{""0-1"": 0.006167151965200901, ""0-2"": -0.014179853722453117, ""1-2"": 0.013199442066252232}"
2710,0.04831916,"{""0-1"": -0.060267526656389236, ""0-2"": 0.24370057880878448, ""1-2"": -0.03847557306289673}"
2711,0.02908496,"{""0-1"": 0.10934697091579437, ""0-2"": -0.0003495608107186854, ""1-2"": -0.02174253761768341}"
2712,0.06106022,"{""0-1"": 0.006757920607924461, ""0-2"": 0.057015758007764816, ""1-2"": 0.11940699070692062}"
2713,0.05064292,"{""0-1"": -0.024834614247083664, ""0-2"": 0.09228706359863281, ""1-2"": 0.08447630703449249}"
2714,0.19431855,"{""0-1"": 0.5210590362548828, ""0-2"": 0.06516388058662415, ""1-2"": -0.0032672679517418146}"
2715,0.00000000,{}
2716,0.23351946,"{""0-1"": 0.23351946473121643}"
2717,0.99999797,"{""0-1"": 0.9999979734420776}"
2718,-0.02812693,"{""0-1"": -0.02979910373687744, ""0-2"": -0.08291012793779373, ""1-2"": 0.0283284280449152}"
2719,-0.02911296,"{""0-1"": -0.09511010348796844, ""0-2"": 0.05589693784713745, ""1-2"": -0.04812570661306381}"
2720,0.39282991,"{""0-1"": 0.631227970123291, ""0-2"": 0.4706990718841553, ""1-2"": 0.07656268030405045}"
2721,0.24686002,"{""0-1"": 0.6697563529014587, ""0-2"": 0.012300836853682995, ""1-2"": 0.05852288380265236}"
2722,-0.00631915,"{""0-1"": -0.026135610416531563, ""0-2"": -0.0019247358432039618, ""1-2"": 0.009102904237806797}"
2723,0.04427723,"{""0-1"": 0.13398544490337372, ""0-2"": 0.09693319350481033, ""1-2"": -0.09808695316314697}"
2724,0.29112300,"{""0-1"": 0.29112300276756287}"
2725,0.06390204,"{""0-1"": 0.2559214234352112, ""0-2"": 0.012000622227787971, ""1-2"": -0.07621593773365021}"
2726,-0.00979516,"{""0-1"": -0.03608300909399986, ""0-2"": -0.02653358317911625, ""1-2"": 0.033231109380722046}"
2727,-0.03739478,"{""0-1"": -0.05224311724305153, ""0-2"": -0.026753868907690048, ""1-2"": -0.03318735957145691}"
2728,-0.03576341,"{""0-1"": -0.04813793674111366, ""0-2"": -0.08398079127073288, ""1-2"": 0.024828508496284485}"
2729,0.01613918,"{""0-1"": 0.016139183193445206}"
2730,0.06565087,"{""0-1"": 0.08138315379619598, ""0-2"": -0.08364004641771317, ""1-2"": 0.19920951128005981}"
2731,-0.03447257,"{""0-1"": -0.034472573548555374}"
2732,0.11967043,"{""0-1"": 0.1086333766579628, ""0-2"": 0.09906859695911407, ""1-2"": 0.1513093262910843}"
2733,0.00020965,"{""0-1"": -0.019648397341370583, ""0-2"": 0.08031797409057617, ""1-2"": -0.06004064157605171}"
2734,1.00000000,"{""0-1"": 1.0}"
2735,-0.00872136,"{""0-1"": -0.03464005887508392, ""0-2"": 0.03680288419127464, ""1-2"": -0.028326917439699173}"
2736,0.13927782,"{""0-1"": 0.07590463012456894, ""0-2"": -0.05790144205093384, ""1-2"": 0.39983028173446655}"
2737,0.05976498,"{""0-1"": 0.10661645978689194, ""0-2"": -0.1310875564813614, ""1-2"": 0.20376604795455933}"
2738,0.04968577,"{""0-1"": 0.0496857687830925}"
2739,0.06198561,"{""0-1"": 0.2981806695461273, ""0-2"": -0.0980229526758194, ""1-2"": -0.014200887642800808}"
2740,0.01275972,"{""0-1"": 0.06826093047857285, ""0-2"": -0.0333741158246994, ""1-2"": 0.0033923436421900988}"
2741,0.10329423,"{""0-1"": -0.08203088492155075, ""0-2"": 0.42314738035202026, ""1-2"": -0.031233813613653183}"
2742,0.00000000,{}
2743,-0.07356466,"{""0-1"": -0.07356466352939606}"
2744,0.33409960,"{""0-1"": -0.010824000462889671, ""0-2"": 0.9926510453224182, ""1-2"": 0.02047174610197544}"
2745,0.00315130,"{""0-1"": 0.05176273733377457, ""0-2"": -0.06831660121679306, ""1-2"": 0.026007773354649544}"
2746,0.85595647,"{""0-1"": 0.8460552096366882, ""0-2"": 0.7735241651535034, ""1-2"": 0.9482900500297546}"
2747,0.99488539,"{""0-1"": 0.9948853850364685}"
2748,0.09379811,"{""0-1"": 0.09379810839891434}"
2749,0.97489989,"{""0-1"": 0.9748998880386353}"
2750,0.12532357,"{""0-1"": 0.32666775584220886, ""0-2"": -0.0886421725153923, ""1-2"": 0.13794513046741486}"
2751,0.24421581,"{""0-1"": 0.2093670815229416, ""0-2"": 0.24365121126174927, ""1-2"": 0.2796291410923004}"
2752,0.37550899,"{""0-1"": 0.37550899386405945}"
2753,0.03484478,"{""0-1"": 0.19537223875522614, ""0-2"": -0.03270164504647255, ""1-2"": -0.05813625827431679}"
2754,0.08743045,"{""0-1"": 0.0874304473400116}"
2755,0.17599726,"{""0-1"": 0.17599725723266602}"
2756,0.26544475,"{""0-1"": 0.658024787902832, ""0-2"": 0.04695534706115723, ""1-2"": 0.09135410189628601}"
2757,-0.01817022,"{""0-1"": -0.060037095099687576, ""0-2"": -0.011965067125856876, ""1-2"": 0.017491502687335014}"
2758,0.98483688,"{""0-1"": 0.9848368763923645}"
2759,-0.00434166,"{""0-1"": -0.023612404242157936, ""0-2"": -0.008992420509457588, ""1-2"": 0.019579850137233734}"
2760,-0.08242681,"{""0-1"": -0.015680495649576187, ""0-2"": 0.05478830635547638, ""1-2"": -0.28638824820518494}"
2761,-0.01338577,"{""0-1"": -0.013385769911110401}"
2762,0.37885025,"{""0-1"": 0.9991989135742188, ""0-2"": 0.06915050745010376, ""1-2"": 0.06820133328437805}"
2763,-0.01679384,"{""0-1"": -0.03792652115225792, ""0-2"": -0.09858296811580658, ""1-2"": 0.08612796664237976}"
2764,-0.04813984,"{""0-1"": -0.08547288924455643, ""0-2"": 0.06721937656402588, ""1-2"": -0.12616600096225739}"
2765,0.08083769,"{""0-1"": 0.0808376893401146}"
2766,0.05340320,"{""0-1"": 0.02836264856159687, ""0-2"": 0.1031886488199234, ""1-2"": 0.028658295050263405}"
2767,0.00000000,{}
2768,0.03392083,"{""0-1"": 0.03392082825303078}"
2769,0.07611489,"{""0-1"": 0.21729537844657898, ""0-2"": 0.05616215243935585, ""1-2"": -0.04511285945773125}"
2770,0.34146178,"{""0-1"": 0.34146177768707275}"
2771,0.07270628,"{""0-1"": 0.07270628213882446}"
2772,0.12421221,"{""0-1"": 0.35641202330589294, ""0-2"": -0.04491347447037697, ""1-2"": 0.0611380860209465}"
2773,0.00334931,"{""0-1"": -0.05345161259174347, ""0-2"": 0.01930168829858303, ""1-2"": 0.04419786110520363}"
2774,-0.00797516,"{""0-1"": -0.00797516293823719}"
2775,0.37224569,"{""0-1"": 0.3806559443473816, ""0-2"": 0.4350664019584656, ""1-2"": 0.3010147213935852}"
2776,0.07900469,"{""0-1"": 0.19123917818069458, ""0-2"": 0.0006012142403051257, ""1-2"": 0.04517368972301483}"
2777,0.15187051,"{""0-1"": 0.3624398410320282, ""0-2"": 0.062040578573942184, ""1-2"": 0.03113110549747944}"
2778,0.07270628,"{""0-1"": 0.07270628213882446}"
2779,0.31626107,"{""0-1"": 0.12301542609930038, ""0-2"": 0.03312888368964195, ""1-2"": 0.792638897895813}"
2780,0.19642424,"{""0-1"": -0.06784723699092865, ""0-2"": 0.542352020740509, ""1-2"": 0.11476793140172958}"
2781,-0.02613789,"{""0-1"": -0.10869677364826202, ""0-2"": 0.05939498916268349, ""1-2"": -0.029111888259649277}"
2782,0.09878341,"{""0-1"": 0.1664116233587265, ""0-2"": 0.04259684309363365, ""1-2"": 0.08734176307916641}"
2783,1.00000012,"{""0-1"": 1.0000001192092896}"
2784,-0.05955253,"{""0-1"": -0.04584458842873573, ""0-2"": -0.0946282371878624, ""1-2"": -0.0381847620010376}"
2785,0.82739890,"{""0-1"": 0.8273988962173462}"
2786,0.04207477,"{""0-1"": -0.049909550696611404, ""0-2"": 0.03247366100549698, ""1-2"": 0.14366018772125244}"
2787,0.37541284,"{""0-1"": 0.07973223179578781, ""0-2"": 0.9874458909034729, ""1-2"": 0.05906038358807564}"
2788,0.86078018,"{""0-1"": 0.8607801795005798}"
2789,0.00879287,"{""0-1"": 0.007881345227360725, ""0-2"": 0.011783111840486526, ""1-2"": 0.00671416288241744}"
2790,-0.00110658,"{""0-1"": -0.13785146176815033, ""0-2"": 0.0015914865070953965, ""1-2"": 0.13294023275375366}"
2791,0.09495234,"{""0-1"": 0.09495234489440918}"
2792,-0.01037287,"{""0-1"": -0.05910971388220787, ""0-2"": 0.02126789093017578, ""1-2"": 0.006723218597471714}"
2793,0.15343827,"{""0-1"": 0.6533110737800598, ""0-2"": -0.07622424513101578, ""1-2"": -0.11677201837301254}"
2794,0.08361667,"{""0-1"": 0.08156109601259232, ""0-2"": -0.014753020368516445, ""1-2"": 0.18404194712638855}"
2795,-0.01501440,"{""0-1"": -0.06525889784097672, ""0-2"": -0.01519513688981533, ""1-2"": 0.035410840064287186}"
2796,0.93501610,"{""0-1"": 0.9350160956382751}"
2797,0.04218728,"{""0-1"": 0.17626455426216125, ""0-2"": -0.017899516969919205, ""1-2"": -0.0318031907081604}"
2798,0.02086377,"{""0-1"": 0.019648343324661255, ""0-2"": 0.038397207856178284, ""1-2"": 0.0045457701198756695}"
2799,0.14571903,"{""0-1"": 0.10645316541194916, ""0-2"": 0.2889988422393799, ""1-2"": 0.04170507565140724}"
2800,0.04719571,"{""0-1"": 0.047195710241794586}"
2801,0.01797070,"{""0-1"": 0.007871909998357296, ""0-2"": 0.03790071979165077, ""1-2"": 0.008139463141560555}"
2802,0.00000000,{}
2803,-0.00668127,"{""0-1"": -0.006934460252523422, ""0-2"": 0.010563275776803493, ""1-2"": -0.023672640323638916}"
2804,0.03608591,"{""0-1"": 0.16718129813671112, ""0-2"": -0.0040148780681192875, ""1-2"": -0.054908692836761475}"
2805,-0.01313190,"{""0-1"": -0.01313189696520567}"
2806,0.01755604,"{""0-1"": -0.009653057903051376, ""0-2"": 0.035047393292188644, ""1-2"": 0.027273796498775482}"
2807,0.01366719,"{""0-1"": -0.04374951496720314, ""0-2"": 0.05369286239147186, ""1-2"": 0.03105822764337063}"
2808,0.99999994,"{""0-1"": 0.9999999403953552}"
2809,0.08358099,"{""0-1"": 0.10404932498931885, ""0-2"": -0.0042158011347055435, ""1-2"": 0.1509094387292862}"
2810,0.08432294,"{""0-1"": 0.08432294428348541}"
2811,-0.01057867,"{""0-1"": 0.013973023742437363, ""0-2"": -0.10636954009532928, ""1-2"": 0.06066051498055458}"
2812,0.21220271,"{""0-1"": 0.7729718685150146, ""0-2"": -0.0837164968252182, ""1-2"": -0.05264722928404808}"
2813,-0.01913925,"{""0-1"": 0.04784264788031578, ""0-2"": -0.02744162455201149, ""1-2"": -0.07781877368688583}"
2814,0.02247856,"{""0-1"": 0.00988739263266325, ""0-2"": -0.07722131907939911, ""1-2"": 0.13476961851119995}"
2815,-0.04506171,"{""0-1"": -0.03935767337679863, ""0-2"": -0.06179888918995857, ""1-2"": -0.03402858227491379}"
2816,-0.02268445,"{""0-1"": -0.022684451192617416}"
2817,-0.00775695,"{""0-1"": -0.05969825014472008, ""0-2"": -0.008503105491399765, ""1-2"": 0.04493049532175064}"
2818,0.99996769,"{""0-1"": 0.9999676942825317}"
2819,-0.03368202,"{""0-1"": -0.07895440608263016, ""0-2"": 0.05881886184215546, ""1-2"": -0.08091050386428833}"
2820,0.43505631,"{""0-1"": 0.9985724091529846, ""0-2"": 0.13523995876312256, ""1-2"": 0.17135655879974365}"
2821,0.00334931,"{""0-1"": -0.05345161259174347, ""0-2"": 0.01930168829858303, ""1-2"": 0.04419786110520363}"
2822,-0.03806636,"{""0-1"": -0.047773949801921844, ""0-2"": -0.02527875080704689, ""1-2"": -0.04114637151360512}"
2823,0.52116456,"{""0-1"": 0.33735355734825134, ""0-2"": 0.46269741654396057, ""1-2"": 0.7634426951408386}"
2824,0.03043291,"{""0-1"": -0.03920966759324074, ""0-2"": -0.10351109504699707, ""1-2"": 0.23401950299739838}"
2825,-0.01639790,"{""0-1"": -0.016397899016737938}"
2826,0.15288132,"{""0-1"": 0.15288132429122925}"
2827,0.17251247,"{""0-1"": 0.004160794895142317, ""0-2"": 0.47951453924179077, ""1-2"": 0.03386208787560463}"
2828,0.24794975,"{""0-1"": 0.2479497492313385}"
2829,0.04967469,"{""0-1"": 0.045692674815654755, ""0-2"": 0.05508606508374214, ""1-2"": 0.04824533313512802}"
2830,0.19642424,"{""0-1"": -0.06784723699092865, ""0-2"": 0.542352020740509, ""1-2"": 0.11476793140172958}"
2831,0.00231652,"{""0-1"": -0.11847276985645294, ""0-2"": 0.04603677988052368, ""1-2"": 0.07938556373119354}"
2832,0.00000000,{}
2833,0.21220271,"{""0-1"": 0.7729718685150146, ""0-2"": -0.0837164968252182, ""1-2"": -0.05264722928404808}"
2834,0.14059959,"{""0-1"": 0.1405995935201645}"
2835,0.12713695,"{""0-1"": 0.014583507552742958, ""0-2"": -0.027938682585954666, ""1-2"": 0.39476603269577026}"
2836,0.49390326,"{""0-1"": 0.4904286563396454, ""0-2"": 0.37850281596183777, ""1-2"": 0.6127783060073853}"
2837,0.99999988,"{""0-1"": 0.9999998807907104}"
2838,0.36666581,"{""0-1"": 0.3666658103466034}"
2839,-0.03436903,"{""0-1"": -0.034369029104709625}"
2840,0.23452894,"{""0-1"": 0.23452894389629364}"
2841,0.01363767,"{""0-1"": -0.025034280493855476, ""0-2"": -0.07443735748529434, ""1-2"": 0.14038465917110443}"
2842,0.05279262,"{""0-1"": 0.08834811300039291, ""0-2"": 0.048004209995269775, ""1-2"": 0.02202552556991577}"
2843,0.86160302,"{""0-1"": 0.8616030216217041}"
2844,-0.03270513,"{""0-1"": -0.1726723164319992, ""0-2"": -0.14585120975971222, ""1-2"": 0.2204081416130066}"
2845,-0.12851154,"{""0-1"": -0.018183019012212753, ""0-2"": -0.36228305101394653, ""1-2"": -0.005068546626716852}"
2846,-0.01280044,"{""0-1"": -0.10086500644683838, ""0-2"": 0.09517394751310349, ""1-2"": -0.0327102467417717}"
2847,0.03832372,"{""0-1"": -0.03694631904363632, ""0-2"": 0.00423236982896924, ""1-2"": 0.14768509566783905}"
2848,0.23351946,"{""0-1"": 0.23351946473121643}"
2849,0.52599667,"{""0-1"": 0.2917693257331848, ""0-2"": 0.2927568554878235, ""1-2"": 0.9934638142585754}"
2850,-0.00142764,"{""0-1"": -0.0014276388101279736}"
2851,0.16239636,"{""0-1"": 0.5220738053321838, ""0-2"": -0.025918880477547646, ""1-2"": -0.008965851739048958}"
2852,0.11853832,"{""0-1"": -0.23546260595321655, ""0-2"": 0.21220310032367706, ""1-2"": 0.37887445092201233}"
2853,0.28687361,"{""0-1"": 0.8492331504821777, ""0-2"": 0.004517066292464733, ""1-2"": 0.00687060272321105}"
2854,0.17686442,"{""0-1"": 0.1768644154071808}"
2855,-0.00502886,"{""0-1"": -0.11151263862848282, ""0-2"": -0.02350565418601036, ""1-2"": 0.11993170529603958}"
2856,0.01714940,"{""0-1"": -0.05805128440260887, ""0-2"": 0.07054148614406586, ""1-2"": 0.038957998156547546}"
2857,0.29796049,"{""0-1"": -0.044097647070884705, ""0-2"": -0.0369449183344841, ""1-2"": 0.9749240279197693}"
2858,0.00000000,{}
2859,-0.01991663,"{""0-1"": -0.021371787413954735, ""0-2"": -0.03170083090662956, ""1-2"": -0.006677275523543358}"
2860,0.30604278,"{""0-1"": 0.013225503265857697, ""0-2"": 0.8918945789337158, ""1-2"": 0.013008254580199718}"
2861,0.26018077,"{""0-1"": 0.2601807713508606}"
2862,0.09022991,"{""0-1"": 0.09022990614175797}"
2863,1.00000012,"{""0-1"": 1.0000001192092896}"
2864,0.02802799,"{""0-1"": 0.05511576309800148, ""0-2"": 0.0706057995557785, ""1-2"": -0.04163758456707001}"
2865,-0.05955253,"{""0-1"": -0.04584458842873573, ""0-2"": -0.0946282371878624, ""1-2"": -0.0381847620010376}"
2866,0.01421138,"{""0-1"": 0.0673617273569107, ""0-2"": 0.02619262784719467, ""1-2"": -0.05092020332813263}"
2867,0.05843407,"{""0-1"": 0.05843406915664673}"
2868,0.00000000,{}
2869,0.21310396,"{""0-1"": 0.21310396492481232}"
2870,0.04968577,"{""0-1"": 0.0496857687830925}"
2871,-0.07976862,"{""0-1"": -0.12759605050086975, ""0-2"": 0.022756554186344147, ""1-2"": -0.13446636497974396}"
2872,0.03156104,"{""0-1"": -0.00818431656807661, ""0-2"": 0.05099222809076309, ""1-2"": 0.051875196397304535}"
2873,0.26108258,"{""0-1"": -0.082895927131176, ""0-2"": -0.022314634174108505, ""1-2"": 0.8884583115577698}"
2874,0.99998999,"{""0-1"": 0.9999899864196777}"
2875,0.17406245,"{""0-1"": -0.027299582958221436, ""0-2"": -0.06897862255573273, ""1-2"": 0.6184655427932739}"
2876,0.99996769,"{""0-1"": 0.9999676942825317}"
2877,-0.02054154,"{""0-1"": -0.020541537553071976}"
2878,0.05428334,"{""0-1"": 0.05428333580493927}"
2879,0.20503829,"{""0-1"": 0.661466121673584, ""0-2"": 0.004791338928043842, ""1-2"": -0.051142580807209015}"
2880,0.05747357,"{""0-1"": 0.1587008237838745, ""0-2"": 0.030659323558211327, ""1-2"": -0.01693943329155445}"
2881,0.65400851,"{""0-1"": 0.6540085077285767}"
2882,-0.03806636,"{""0-1"": -0.047773949801921844, ""0-2"": -0.02527875080704689, ""1-2"": -0.04114637151360512}"
2883,0.98372769,"{""0-1"": 0.9837276935577393}"
2884,0.99735278,"{""0-1"": 0.9973527789115906}"
2885,0.11203048,"{""0-1"": 0.20143240690231323, ""0-2"": 0.08161166310310364, ""1-2"": 0.05304737761616707}"
2886,0.22322671,"{""0-1"": 0.6839074492454529, ""0-2"": 0.04010145366191864, ""1-2"": -0.05432876944541931}"
2887,0.15124820,"{""0-1"": 0.267927885055542, ""0-2"": 0.15553608536720276, ""1-2"": 0.030280617997050285}"
2888,0.00000000,{}
2889,-0.02268445,"{""0-1"": -0.022684451192617416}"
2890,-0.08168677,"{""0-1"": -0.09944290667772293, ""0-2"": 0.030174950137734413, ""1-2"": -0.17579235136508942}"
2891,0.41962242,"{""0-1"": 0.41962242126464844}"
2892,0.00334931,"{""0-1"": -0.05345161259174347, ""0-2"": 0.01930168829858303, ""1-2"": 0.04419786110520363}"
2893,0.22341476,"{""0-1"": 0.22341476380825043}"
2894,-0.07462452,"{""0-1"": -0.0015494306571781635, ""0-2"": -0.25144556164741516, ""1-2"": 0.029121434316039085}"
2895,0.08300327,"{""0-1"": -0.022660184651613235, ""0-2"": -0.07851891219615936, ""1-2"": 0.3501889109611511}"
2896,0.51455033,"{""0-1"": 0.5145503282546997}"
2897,0.27182208,"{""0-1"": -0.010971828363835812, ""0-2"": -0.022191405296325684, ""1-2"": 0.8486294746398926}"
2898,0.97529316,"{""0-1"": 0.9752931594848633}"
2899,0.35656595,"{""0-1"": 0.8668668866157532, ""0-2"": -0.04321795329451561, ""1-2"": 0.2460489273071289}"
2900,0.99996769,"{""0-1"": 0.9999676942825317}"
2901,0.07686532,"{""0-1"": 0.30685609579086304, ""0-2"": -0.09071588516235352, ""1-2"": 0.014455738477408886}"
2902,-0.14243370,"{""0-1"": -0.14243370294570923}"
2903,0.02022960,"{""0-1"": 0.05620163679122925, ""0-2"": -0.024703610688447952, ""1-2"": 0.0291907861828804}"
2904,0.43128443,"{""0-1"": 0.43128442764282227}"
2905,0.99996769,"{""0-1"": 0.9999676942825317}"
2906,0.08168375,"{""0-1"": 0.08168375492095947}"
2907,0.99728370,"{""0-1"": 0.9972836971282959}"
2909,-0.18106976,"{""0-1"": -0.1810697615146637}"
2910,0.22203017,"{""0-1"": 0.6119235754013062, ""0-2"": -0.02979588881134987, ""1-2"": 0.0839628279209137}"
2911,0.02333286,"{""0-1"": 0.023332860320806503}"
2912,0.26007760,"{""0-1"": -0.023972004652023315, ""0-2"": 0.46359989047050476, ""1-2"": 0.34060490131378174}"
2913,0.00000000,{}
2914,0.29342900,"{""0-1"": -0.07317982614040375, ""0-2"": -0.02442389354109764, ""1-2"": 0.9778907299041748}"
2915,0.21180959,"{""0-1"": 0.21180959045886993}"
2916,0.19396579,"{""0-1"": 0.19396579265594482}"
2917,-0.05475799,"{""0-1"": -0.11883247643709183, ""0-2"": -0.03947770223021507, ""1-2"": -0.005963803268969059}"
2918,0.00000000,{}
2919,0.15465684,"{""0-1"": 0.027243558317422867, ""0-2"": -0.07835116982460022, ""1-2"": 0.5150781273841858}"
2920,-0.00511161,"{""0-1"": 0.0033823943231254816, ""0-2"": -0.018574263900518417, ""1-2"": -0.00014297207235358655}"
2921,0.06427596,"{""0-1"": 0.1369572877883911, ""0-2"": 0.018631476908922195, ""1-2"": 0.03723910450935364}"
2922,0.43131922,"{""0-1"": 0.9978746175765991, ""0-2"": 0.12922759354114532, ""1-2"": 0.16685545444488525}"
2923,-0.02534287,"{""0-1"": -0.07266528159379959, ""0-2"": 0.003228711662814021, ""1-2"": -0.006592031568288803}"
2924,0.10875449,"{""0-1"": -0.09549078345298767, ""0-2"": 0.3129085302352905, ""1-2"": 0.10884571820497513}"
2925,0.98773807,"{""0-1"": 0.9877380728721619}"
2926,0.74713200,"{""0-1"": 0.7471320033073425}"
2927,0.13209052,"{""0-1"": 0.020113898441195488, ""0-2"": -0.059445541352033615, ""1-2"": 0.43560320138931274}"
2928,-0.01448303,"{""0-1"": -0.014483029954135418}"
2929,-0.02678564,"{""0-1"": -0.05447317287325859, ""0-2"": -0.04007600620388985, ""1-2"": 0.01419226173311472}"
2930,-0.10284971,"{""0-1"": -0.10284971445798874}"
2931,0.25276864,"{""0-1"": 0.8915565013885498, ""0-2"": -0.0475204698741436, ""1-2"": -0.08573009818792343}"
2932,-0.02957403,"{""0-1"": -0.030738113448023796, ""0-2"": -0.011192159727215767, ""1-2"": -0.04679182171821594}"
2933,-0.00365328,"{""0-1"": 0.018789047375321388, ""0-2"": 0.0469328947365284, ""1-2"": -0.07668177783489227}"
2934,0.14988858,"{""0-1"": 0.1214694082736969, ""0-2"": 0.10338365286588669, ""1-2"": 0.22481268644332886}"
2935,0.12578952,"{""0-1"": 0.12578952312469482}"
2936,-0.02213737,"{""0-1"": -0.022137371823191643}"
2937,0.46127412,"{""0-1"": 0.461274117231369}"
2938,0.03822078,"{""0-1"": 0.059742823243141174, ""0-2"": 0.049536559730768204, ""1-2"": 0.005382945295423269}"
2939,-0.02299233,"{""0-1"": -0.03188774734735489, ""0-2"": 0.0003320698160678148, ""1-2"": -0.03742130845785141}"
2940,-0.02120490,"{""0-1"": -0.03135112300515175, ""0-2"": -0.05428794398903847, ""1-2"": 0.022024372592568398}"
2941,0.00159489,"{""0-1"": 0.0015948852524161339}"
2942,-0.00775369,"{""0-1"": -0.00775368744507432}"
2943,-0.01576912,"{""0-1"": -0.06305798888206482, ""0-2"": -0.07519310712814331, ""1-2"": 0.09094373881816864}"
2944,0.07383708,"{""0-1"": 0.2078906148672104, ""0-2"": -0.04725299030542374, ""1-2"": 0.06087362766265869}"
2945,0.13568378,"{""0-1"": 0.3752586245536804, ""0-2"": -0.07864426076412201, ""1-2"": 0.11043697595596313}"
2946,0.00325688,"{""0-1"": 0.06473559886217117, ""0-2"": 0.017050612717866898, ""1-2"": -0.07201558351516724}"
2947,0.04284542,"{""0-1"": -0.04164326936006546, ""0-2"": 0.1835062950849533, ""1-2"": -0.013326762244105339}"
2948,0.46127412,"{""0-1"": 0.461274117231369}"
2949,-0.05530653,"{""0-1"": -0.14434248208999634, ""0-2"": -0.029934365302324295, ""1-2"": 0.008357259444892406}"
2950,0.00000000,{}
2951,0.02563504,"{""0-1"": -0.042899541556835175, ""0-2"": 0.017038267105817795, ""1-2"": 0.10276637971401215}"
2952,0.99998999,"{""0-1"": 0.9999899864196777}"
2953,0.00000000,{}
2954,0.28867494,"{""0-1"": 0.035667307674884796, ""0-2"": 0.056540150195360184, ""1-2"": 0.7738173604011536}"
2955,0.00000000,{}
2956,0.01585225,"{""0-1"": -0.1129876896739006, ""0-2"": -0.053875088691711426, ""1-2"": 0.21441952884197235}"
2957,0.49822413,"{""0-1"": 0.7059962749481201, ""0-2"": 0.4329126477241516, ""1-2"": 0.3557634651660919}"
2958,0.12290136,"{""0-1"": 0.12290135771036148}"
2959,0.99999988,"{""0-1"": 0.9999998807907104}"
2960,0.00000000,{}
2961,0.00000000,{}
2962,-0.09476684,"{""0-1"": -0.09476684033870697}"
2963,0.00000000,{}
2964,0.13795886,"{""0-1"": 0.24539488554000854, ""0-2"": -0.05948656052350998, ""1-2"": 0.2279682457447052}"
2965,0.27758703,"{""0-1"": 0.5328315496444702, ""0-2"": 0.20158182084560394, ""1-2"": 0.0983477309346199}"
2966,-0.03467786,"{""0-1"": -0.0012928416253998876, ""0-2"": -0.009932172484695911, ""1-2"": -0.0928085669875145}"
2967,0.12578952,"{""0-1"": 0.12578952312469482}"
2968,0.14397002,"{""0-1"": 0.01651168242096901, ""0-2"": -0.08315678685903549, ""1-2"": 0.49855515360832214}"
2969,0.61916131,"{""0-1"": 0.6191613078117371}"
2970,0.02172650,"{""0-1"": 0.021726496517658234}"
2971,0.12318954,"{""0-1"": -0.012882208451628685, ""0-2"": 0.26726096868515015, ""1-2"": 0.11518986523151398}"
2972,-0.01639790,"{""0-1"": -0.016397899016737938}"
2973,0.93501610,"{""0-1"": 0.9350160956382751}"
2974,0.04409981,"{""0-1"": -0.009309259243309498, ""0-2"": 0.01954697072505951, ""1-2"": 0.12206172943115234}"
2975,-0.01793381,"{""0-1"": -0.0697443038225174, ""0-2"": -0.01641853153705597, ""1-2"": 0.03236139565706253}"
2976,0.26111106,"{""0-1"": 0.824031412601471, ""0-2"": 0.046460311859846115, ""1-2"": -0.08715854585170746}"
2977,0.12994900,"{""0-1"": 0.12994900345802307}"
2978,0.02982397,"{""0-1"": 0.08345885574817657, ""0-2"": 0.03938685357570648, ""1-2"": -0.03337380662560463}"
2979,0.10534329,"{""0-1"": 0.3158649802207947, ""0-2"": -0.06825568526983261, ""1-2"": 0.06842056661844254}"
2980,0.34272328,"{""0-1"": 0.05929860845208168, ""0-2"": 0.2537446618080139, ""1-2"": 0.7151265740394592}"
2981,-0.04286467,"{""0-1"": -0.07831379026174545, ""0-2"": -0.05308343470096588, ""1-2"": 0.002803228795528412}"
2982,0.15541335,"{""0-1"": 0.42968568205833435, ""0-2"": 0.0009381910786032677, ""1-2"": 0.03561617061495781}"
2983,0.40488487,"{""0-1"": 0.40488487482070923}"
