patient_index,mean_pairwise_cosine,pair_cosines
4363,0.12875862,"{""0-1"": 0.04625688120722771, ""0-2"": 0.32182201743125916, ""1-2"": 0.018196970224380493}"
4364,0.17404240,"{""0-1"": -0.06216341257095337, ""0-2"": -0.06694233417510986, ""1-2"": 0.6512329578399658}"
4365,-0.00654925,"{""0-1"": -0.06713990867137909, ""0-2"": 0.04020853713154793, ""1-2"": 0.007283620070666075}"
4366,0.11759807,"{""0-1"": 0.11759807169437408}"
4367,-0.04520015,"{""0-1"": -0.04520014673471451}"
4368,0.27738196,"{""0-1"": 0.277381956577301}"
4369,0.02022960,"{""0-1"": 0.05620163679122925, ""0-2"": -0.024703610688447952, ""1-2"": 0.0291907861828804}"
4370,-0.02993730,"{""0-1"": 0.05897717550396919, ""0-2"": 0.04929983615875244, ""1-2"": -0.19808891415596008}"
4371,0.02801347,"{""0-1"": -0.051780667155981064, ""0-2"": -0.07412490248680115, ""1-2"": 0.20994599163532257}"
4372,-0.02329061,"{""0-1"": -0.00853296834975481, ""0-2"": 0.043278440833091736, ""1-2"": -0.10461730509996414}"
4373,0.61209041,"{""0-1"": 0.6120904088020325}"
4374,0.09329349,"{""0-1"": 0.09682592004537582, ""0-2"": 0.045950766652822495, ""1-2"": 0.13710379600524902}"
4375,0.26055208,"{""0-1"": 0.2605520784854889}"
4376,-0.07419906,"{""0-1"": -0.12937913835048676, ""0-2"": -0.09314791858196259, ""1-2"": -7.012481364654377e-05}"
4377,0.22378564,"{""0-1"": 0.2237856388092041}"
4378,0.07958530,"{""0-1"": 0.3554598093032837, ""0-2"": -0.08968401700258255, ""1-2"": -0.027019890025258064}"
4379,-0.13914349,"{""0-1"": -0.11350685358047485, ""0-2"": -0.15095257759094238, ""1-2"": -0.1529710292816162}"
4380,0.00205627,"{""0-1"": -0.06923665851354599, ""0-2"": -0.011749333702027798, ""1-2"": 0.0871548056602478}"
4381,0.00834149,"{""0-1"": 0.07326631247997284, ""0-2"": 0.014114219695329666, ""1-2"": -0.06235605105757713}"
4382,0.00000000,{}
4383,0.04673792,"{""0-1"": 0.005310865584760904, ""0-2"": 0.019250161945819855, ""1-2"": 0.11565272510051727}"
4384,0.99996769,"{""0-1"": 0.9999676942825317}"
4385,0.75085616,"{""0-1"": 0.7508561611175537}"
4386,0.49822413,"{""0-1"": 0.7059962749481201, ""0-2"": 0.4329126477241516, ""1-2"": 0.3557634651660919}"
4387,0.31297415,"{""0-1"": -0.004318359773606062, ""0-2"": -0.013065934181213379, ""1-2"": 0.9563067555427551}"
4388,0.00000000,{}
4389,0.12578952,"{""0-1"": 0.12578952312469482}"
4390,0.96681356,"{""0-1"": 0.9668135643005371}"
4391,0.16468979,"{""0-1"": -0.012033495120704174, ""0-2"": -0.1784641593694687, ""1-2"": 0.6845670342445374}"
4392,0.02597672,"{""0-1"": 0.10373108834028244, ""0-2"": -0.014890152029693127, ""1-2"": -0.010910779237747192}"
4393,0.02387027,"{""0-1"": 0.02387027069926262}"
4394,0.08831889,"{""0-1"": -0.05310574546456337, ""0-2"": 0.27380773425102234, ""1-2"": 0.044254668056964874}"
4395,0.20231107,"{""0-1"": 0.41397881507873535, ""0-2"": 0.015045485459268093, ""1-2"": 0.17790891230106354}"
4396,0.35424796,"{""0-1"": 0.35424795746803284}"
4397,-0.11675911,"{""0-1"": -0.11675910651683807}"
4398,0.39100969,"{""0-1"": 0.39100968837738037}"
4399,0.03357722,"{""0-1"": -0.0011781806824728847, ""0-2"": -0.04380841180682182, ""1-2"": 0.1457182615995407}"
4400,0.16635737,"{""0-1"": 0.1663573682308197}"
4401,-0.07128676,"{""0-1"": -0.07128676027059555}"
4402,-0.05162682,"{""0-1"": -0.051626820117235184}"
4403,0.12663749,"{""0-1"": 0.08927179127931595, ""0-2"": 0.027284786105155945, ""1-2"": 0.26335588097572327}"
4404,-0.03336191,"{""0-1"": -0.045637261122465134, ""0-2"": -0.10918550193309784, ""1-2"": 0.05473702400922775}"
4405,0.04104256,"{""0-1"": 0.04104256257414818}"
4406,0.00379933,"{""0-1"": 0.10923371464014053, ""0-2"": -0.05073380842804909, ""1-2"": -0.04710191488265991}"
4407,0.02724863,"{""0-1"": 0.10159782320261002, ""0-2"": -0.076620914041996, ""1-2"": 0.05676897615194321}"
4408,0.23719015,"{""0-1"": 0.5703463554382324, ""0-2"": 0.004621191881597042, ""1-2"": 0.13660290837287903}"
4409,0.34440151,"{""0-1"": 0.3444015085697174}"
4410,0.99998999,"{""0-1"": 0.9999899864196777}"
4411,0.99597454,"{""0-1"": 0.9959745407104492}"
4412,-0.02353976,"{""0-1"": -0.16174857318401337, ""0-2"": -0.049704182893037796, ""1-2"": 0.14083346724510193}"
4413,0.11686242,"{""0-1"": 0.023363884538412094, ""0-2"": 0.31446340680122375, ""1-2"": 0.012759954668581486}"
4414,0.96411538,"{""0-1"": 0.9641153812408447}"
4415,0.10721490,"{""0-1"": 0.1974097639322281, ""0-2"": 0.1529553085565567, ""1-2"": -0.028720363974571228}"
4416,0.03739602,"{""0-1"": -0.04225653037428856, ""0-2"": 0.06900345534086227, ""1-2"": 0.08544114232063293}"
4417,0.99011028,"{""0-1"": 0.9901102781295776}"
4418,-0.06594366,"{""0-1"": -0.12810982763767242, ""0-2"": -0.04741927981376648, ""1-2"": -0.02230186015367508}"
4419,-0.01861034,"{""0-1"": -0.0782979428768158, ""0-2"": -0.026897136121988297, ""1-2"": 0.04936406761407852}"
4420,0.16394472,"{""0-1"": 0.07064366340637207, ""0-2"": 0.3830580711364746, ""1-2"": 0.03813241049647331}"
4421,0.15944449,"{""0-1"": 0.10356876999139786, ""0-2"": 0.42336025834083557, ""1-2"": -0.04859556630253792}"
4422,-0.05162682,"{""0-1"": -0.051626820117235184}"
4423,0.22165311,"{""0-1"": 0.6801149845123291, ""0-2"": -0.008980019018054008, ""1-2"": -0.006175626534968615}"
4424,0.97287714,"{""0-1"": 0.9728771448135376}"
4425,0.02387027,"{""0-1"": 0.02387027069926262}"
4426,0.02616671,"{""0-1"": 0.004646724089980125, ""0-2"": -0.05953256040811539, ""1-2"": 0.13338597118854523}"
4427,0.15247544,"{""0-1"": -0.05240342393517494, ""0-2"": -0.026788247749209404, ""1-2"": 0.5366179943084717}"
4428,0.00172891,"{""0-1"": 0.006167151965200901, ""0-2"": -0.014179853722453117, ""1-2"": 0.013199442066252232}"
4429,0.43035175,"{""0-1"": 0.9681057333946228, ""0-2"": 0.14497685432434082, ""1-2"": 0.17797265946865082}"
4430,0.00157394,"{""0-1"": -0.1203865185379982, ""0-2"": 0.048429593443870544, ""1-2"": 0.07667873799800873}"
4431,-0.01448303,"{""0-1"": -0.014483029954135418}"
4432,-0.02854145,"{""0-1"": -0.22142016887664795, ""0-2"": 0.05692152678966522, ""1-2"": 0.07887428998947144}"
4433,0.17025100,"{""0-1"": 0.4639979898929596, ""0-2"": 0.025402789935469627, ""1-2"": 0.021352212876081467}"
4434,0.02495146,"{""0-1"": 0.09245746582746506, ""0-2"": -0.02964726835489273, ""1-2"": 0.012044191360473633}"
4435,0.71488635,"{""0-1"": 0.8004766702651978, ""0-2"": 0.8410096168518066, ""1-2"": 0.503172755241394}"
4436,0.90694112,"{""0-1"": 0.9069411158561707}"
4437,0.04119642,"{""0-1"": 0.03913969546556473, ""0-2"": 0.1419435739517212, ""1-2"": -0.057494018226861954}"
4438,-0.10843469,"{""0-1"": -0.11038912832736969, ""0-2"": -0.24953605234622955, ""1-2"": 0.03462109714746475}"
4439,0.01369350,"{""0-1"": 0.028960848227143288, ""0-2"": 0.022219926118850708, ""1-2"": -0.010100264102220535}"
4440,0.42331930,"{""0-1"": 0.9973248839378357, ""0-2"": 0.11911379545927048, ""1-2"": 0.15351922810077667}"
4441,0.19412559,"{""0-1"": 0.19412559270858765}"
4442,0.08002611,"{""0-1"": 0.1851966232061386, ""0-2"": -0.03483903408050537, ""1-2"": 0.08972074836492538}"
4443,0.98798543,"{""0-1"": 0.9879854321479797}"
4444,0.01012734,"{""0-1"": -0.011128725484013557, ""0-2"": 0.03801902383565903, ""1-2"": 0.0034917336888611317}"
4445,0.20511577,"{""0-1"": -0.048378847539424896, ""0-2"": -0.06501705199480057, ""1-2"": 0.7287431955337524}"
4446,0.26503032,"{""0-1"": 0.2650303244590759}"
4447,0.12847218,"{""0-1"": 0.07464787364006042, ""0-2"": -0.010533502325415611, ""1-2"": 0.3213021755218506}"
4448,-0.05466032,"{""0-1"": -0.05466032400727272}"
4449,0.66775173,"{""0-1"": 0.6677517294883728}"
4450,0.24376099,"{""0-1"": 0.01727408915758133, ""0-2"": -0.06301163882017136, ""1-2"": 0.7770205140113831}"
4451,0.01539877,"{""0-1"": 0.07532475143671036, ""0-2"": -0.05393172800540924, ""1-2"": 0.0248032845556736}"
4452,-0.00494368,"{""0-1"": -0.15510834753513336, ""0-2"": 0.1644107699394226, ""1-2"": -0.024133462458848953}"
4453,-0.03449482,"{""0-1"": -0.04329057037830353, ""0-2"": 0.0015054531395435333, ""1-2"": -0.06169935688376427}"
4454,0.01913726,"{""0-1"": -0.05465611442923546, ""0-2"": 0.0003143710200674832, ""1-2"": 0.11175353080034256}"
4455,0.00000000,{}
4456,0.04719571,"{""0-1"": 0.047195710241794586}"
4457,0.00977018,"{""0-1"": -0.13130290806293488, ""0-2"": 0.09068956971168518, ""1-2"": 0.06992388516664505}"
4458,0.98595625,"{""0-1"": 0.9859562516212463}"
4459,0.04719571,"{""0-1"": 0.047195710241794586}"
4460,-0.02268445,"{""0-1"": -0.022684451192617416}"
4461,0.06042243,"{""0-1"": 0.11854671686887741, ""0-2"": 0.03211575001478195, ""1-2"": 0.030604828149080276}"
4462,0.14463317,"{""0-1"": 0.3522632122039795, ""0-2"": -0.08150802552700043, ""1-2"": 0.1631443202495575}"
4463,0.19396579,"{""0-1"": 0.19396579265594482}"
4464,0.03272137,"{""0-1"": 0.006272835191339254, ""0-2"": 0.06849049031734467, ""1-2"": 0.023400798439979553}"
4465,0.33316818,"{""0-1"": 0.3331681787967682}"
4466,0.10588776,"{""0-1"": 0.03170832619071007, ""0-2"": 0.23425433039665222, ""1-2"": 0.05170062556862831}"
4467,0.07017847,"{""0-1"": 0.07017847150564194}"
4468,-0.04064333,"{""0-1"": -0.017522504553198814, ""0-2"": -0.08125101029872894, ""1-2"": -0.023156484588980675}"
4469,0.18945206,"{""0-1"": 0.5885652899742126, ""0-2"": -0.07411964237689972, ""1-2"": 0.0539105199277401}"
4470,0.13896969,"{""0-1"": 0.20590539276599884, ""0-2"": 0.033911313861608505, ""1-2"": 0.17709237337112427}"
4471,-0.06570792,"{""0-1"": -0.11391407251358032, ""0-2"": -0.10055738687515259, ""1-2"": 0.01734769716858864}"
4472,0.06176429,"{""0-1"": 0.23549547791481018, ""0-2"": -0.039629265666007996, ""1-2"": -0.01057333406060934}"
4473,0.00000000,{}
4474,0.13535856,"{""0-1"": 0.1353585571050644}"
4475,0.10429325,"{""0-1"": 0.1663704514503479, ""0-2"": 0.02322986349463463, ""1-2"": 0.12327944487333298}"
4476,0.38102861,"{""0-1"": 0.38779503107070923, ""0-2"": -0.011383594013750553, ""1-2"": 0.7666743993759155}"
4477,-0.00929153,"{""0-1"": -0.009291525930166245}"
4478,-0.05769581,"{""0-1"": -0.05769580975174904}"
4479,0.02063196,"{""0-1"": 0.023543111979961395, ""0-2"": 0.08409730345010757, ""1-2"": -0.04574454203248024}"
4480,0.39100969,"{""0-1"": 0.39100968837738037}"
4481,0.10349418,"{""0-1"": 0.2544671893119812, ""0-2"": 0.009534776210784912, ""1-2"": 0.04648057743906975}"
4482,0.08855910,"{""0-1"": 0.043756499886512756, ""0-2"": 0.07819005101919174, ""1-2"": 0.1437307447195053}"
4483,-0.03494817,"{""0-1"": -0.06163763999938965, ""0-2"": 0.0008169146603904665, ""1-2"": -0.044023770838975906}"
4484,-0.07341587,"{""0-1"": -0.014808516018092632, ""0-2"": -0.07544489204883575, ""1-2"": -0.129994198679924}"
4485,0.99999988,"{""0-1"": 0.9999998807907104}"
4486,0.06132043,"{""0-1"": -0.032839253544807434, ""0-2"": 0.17234744131565094, ""1-2"": 0.04445309564471245}"
4487,-0.01185468,"{""0-1"": -0.012119133956730366, ""0-2"": 0.022011099383234978, ""1-2"": -0.04545600339770317}"
4488,0.06295224,"{""0-1"": -0.0199960395693779, ""0-2"": 0.03496426343917847, ""1-2"": 0.17388848960399628}"
4489,0.23351946,"{""0-1"": 0.23351946473121643}"
4490,0.04273492,"{""0-1"": 0.016157886013388634, ""0-2"": 0.04599863290786743, ""1-2"": 0.06604824215173721}"
4491,0.15247544,"{""0-1"": -0.05240342393517494, ""0-2"": -0.026788247749209404, ""1-2"": 0.5366179943084717}"
4492,0.00458333,"{""0-1"": 0.004583326168358326}"
4493,0.06160163,"{""0-1"": -0.171495720744133, ""0-2"": 0.15997609496116638, ""1-2"": 0.19632451236248016}"
4494,0.00000000,{}
4495,0.18102331,"{""0-1"": 0.18102331459522247}"
4496,0.01177651,"{""0-1"": -0.03492565453052521, ""0-2"": 0.0508129745721817, ""1-2"": 0.019442221149802208}"
4497,0.16110135,"{""0-1"": 0.37551313638687134, ""0-2"": 0.06568875163793564, ""1-2"": 0.0421021543443203}"
4498,-0.01448303,"{""0-1"": -0.014483029954135418}"
4499,0.13030449,"{""0-1"": 0.018245773389935493, ""0-2"": 0.17485855519771576, ""1-2"": 0.1978091299533844}"
4500,-0.04309582,"{""0-1"": -0.14548565447330475, ""0-2"": 0.01142280362546444, ""1-2"": 0.004775379318743944}"
4501,-0.00908104,"{""0-1"": 0.11487618833780289, ""0-2"": -0.07138241082429886, ""1-2"": -0.07073689252138138}"
4502,0.90195960,"{""0-1"": 0.9019595980644226}"
4503,0.00000000,{}
4504,0.46564902,"{""0-1"": 0.22207525372505188, ""0-2"": 0.20363962650299072, ""1-2"": 0.9712321758270264}"
4505,0.02438729,"{""0-1"": 0.04151546582579613, ""0-2"": 0.015587070025503635, ""1-2"": 0.016059324145317078}"
4506,0.00000000,{}
4507,0.05636384,"{""0-1"": 0.05636384338140488}"
4508,0.99999994,"{""0-1"": 0.9999999403953552}"
4509,0.45077164,"{""0-1"": 0.4784408211708069, ""0-2"": 0.38356414437294006, ""1-2"": 0.4903099536895752}"
4510,0.50780958,"{""0-1"": 0.507809579372406}"
4511,0.16820953,"{""0-1"": 0.005220999009907246, ""0-2"": -0.08285246789455414, ""1-2"": 0.5822600722312927}"
4512,-0.03992737,"{""0-1"": -0.023714309558272362, ""0-2"": -0.0008352130535058677, ""1-2"": -0.09523259848356247}"
4513,0.00000000,{}
4514,-0.00741354,"{""0-1"": 0.027901552617549896, ""0-2"": -0.17576196789741516, ""1-2"": 0.1256197839975357}"
4515,-0.02268445,"{""0-1"": -0.022684451192617416}"
4516,0.97489989,"{""0-1"": 0.9748998880386353}"
4517,0.04891068,"{""0-1"": -0.00020160499843768775, ""0-2"": 0.12386884540319443, ""1-2"": 0.023064790293574333}"
4518,0.08970260,"{""0-1"": 0.01828761026263237, ""0-2"": 0.11813011765480042, ""1-2"": 0.13269008696079254}"
4519,0.00171375,"{""0-1"": 0.09329380095005035, ""0-2"": -0.059000082314014435, ""1-2"": -0.029152467846870422}"
4520,0.03864221,"{""0-1"": 0.09234689176082611, ""0-2"": 0.06755148619413376, ""1-2"": -0.04397174343466759}"
4521,0.05830203,"{""0-1"": 0.09205117076635361, ""0-2"": 0.05754917860031128, ""1-2"": 0.025305740535259247}"
4522,0.10594530,"{""0-1"": 0.11844392865896225, ""0-2"": -0.04436503350734711, ""1-2"": 0.24375700950622559}"
4523,0.09935161,"{""0-1"": 0.2367834746837616, ""0-2"": 0.11528457701206207, ""1-2"": -0.0540132150053978}"
4524,0.32498335,"{""0-1"": 0.050190359354019165, ""0-2"": 0.7060536742210388, ""1-2"": 0.21870602667331696}"
4525,0.19078673,"{""0-1"": 0.19078673422336578}"
4526,0.31453810,"{""0-1"": 0.0022232523187994957, ""0-2"": 0.01750612072646618, ""1-2"": 0.923884928226471}"
4527,-0.02341005,"{""0-1"": -0.06882026046514511, ""0-2"": -0.06659602373838425, ""1-2"": 0.06518612056970596}"
4528,0.12994900,"{""0-1"": 0.12994900345802307}"
4529,0.26018077,"{""0-1"": 0.2601807713508606}"
4530,-0.06725221,"{""0-1"": -0.0040315017104148865, ""0-2"": -0.02569332718849182, ""1-2"": -0.17203180491924286}"
4531,0.43505631,"{""0-1"": 0.9985724091529846, ""0-2"": 0.13523995876312256, ""1-2"": 0.17135655879974365}"
4532,0.02438729,"{""0-1"": 0.04151546582579613, ""0-2"": 0.015587070025503635, ""1-2"": 0.016059324145317078}"
4533,0.03428943,"{""0-1"": 0.03428942710161209}"
4534,0.03836135,"{""0-1"": -0.06445589661598206, ""0-2"": 0.0818115696310997, ""1-2"": 0.09772836416959763}"
4535,0.09326790,"{""0-1"": 0.34547069668769836, ""0-2"": -0.04142141714692116, ""1-2"": -0.02424558252096176}"
4536,0.02530333,"{""0-1"": -0.039323486387729645, ""0-2"": -0.010577420704066753, ""1-2"": 0.125810906291008}"
4537,0.45715356,"{""0-1"": 0.4571535587310791}"
4538,0.03259051,"{""0-1"": -0.045612335205078125, ""0-2"": 0.08877213299274445, ""1-2"": 0.05461172014474869}"
4539,0.00000000,{}
4540,0.43035175,"{""0-1"": 0.9681057333946228, ""0-2"": 0.14497685432434082, ""1-2"": 0.17797265946865082}"
4541,0.00000000,{}
4542,0.03685521,"{""0-1"": -0.09577413648366928, ""0-2"": 0.05142606049776077, ""1-2"": 0.15491370856761932}"
4543,0.00393659,"{""0-1"": -0.1054115891456604, ""0-2"": 0.04894715175032616, ""1-2"": 0.06827419996261597}"
4544,0.38075775,"{""0-1"": 0.9992547035217285, ""0-2"": 0.07057357579469681, ""1-2"": 0.07244496047496796}"
4545,-0.00048276,"{""0-1"": 0.05807507783174515, ""0-2"": -0.07287658005952835, ""1-2"": 0.013353211805224419}"
4546,0.28231324,"{""0-1"": -0.07996772229671478, ""0-2"": -0.0661456510424614, ""1-2"": 0.9930530786514282}"
4547,0.21193256,"{""0-1"": 0.04746590554714203, ""0-2"": -0.06499306112527847, ""1-2"": 0.6533248424530029}"
4548,-0.00728628,"{""0-1"": -0.002882119733840227, ""0-2"": 0.06786821782588959, ""1-2"": -0.08684492856264114}"
4549,0.17353599,"{""0-1"": -0.07149633020162582, ""0-2"": 0.4961012601852417, ""1-2"": 0.09600304067134857}"
4550,0.12485740,"{""0-1"": -0.017131667584180832, ""0-2"": 0.0046638245694339275, ""1-2"": 0.38704004883766174}"
4551,0.17658911,"{""0-1"": 0.5179847478866577, ""0-2"": 0.01099064014852047, ""1-2"": 0.0007919315248727798}"
4552,0.00325688,"{""0-1"": 0.06473559886217117, ""0-2"": 0.017050612717866898, ""1-2"": -0.07201558351516724}"
4553,0.00393659,"{""0-1"": -0.1054115891456604, ""0-2"": 0.04894715175032616, ""1-2"": 0.06827419996261597}"
4554,0.00459402,"{""0-1"": -0.03254207968711853, ""0-2"": 0.03681092709302902, ""1-2"": 0.00951320119202137}"
4555,0.64797264,"{""0-1"": 0.6479726433753967}"
4556,0.23973158,"{""0-1"": 0.2397315800189972}"
4557,0.00000000,{}
4558,0.00000000,{}
4559,0.15944449,"{""0-1"": 0.10356876999139786, ""0-2"": 0.42336025834083557, ""1-2"": -0.04859556630253792}"
4560,0.01482552,"{""0-1"": 0.014825515449047089}"
4561,0.30257255,"{""0-1"": 0.3025725483894348}"
4562,0.39344003,"{""0-1"": 0.41754472255706787, ""0-2"": 0.0006563588976860046, ""1-2"": 0.7621189951896667}"
4563,0.25426639,"{""0-1"": 0.6298679709434509, ""0-2"": 0.020842986181378365, ""1-2"": 0.11208820343017578}"
4564,-0.00191846,"{""0-1"": -0.026908081024885178, ""0-2"": 0.024503841996192932, ""1-2"": -0.0033511340152472258}"
4565,0.99768448,"{""0-1"": 0.9976844787597656}"
4566,0.01613918,"{""0-1"": 0.016139183193445206}"
4567,0.02737351,"{""0-1"": -0.05315309390425682, ""0-2"": 0.02868172712624073, ""1-2"": 0.10659190267324448}"
4568,0.00000000,{}
4569,-0.02510261,"{""0-1"": -0.025102609768509865}"
4570,0.30024699,"{""0-1"": 0.3607633411884308, ""0-2"": 0.11334764957427979, ""1-2"": 0.4266299903392792}"
4571,0.04398977,"{""0-1"": 0.052437588572502136, ""0-2"": 0.056025248020887375, ""1-2"": 0.023506468161940575}"
4572,0.01046889,"{""0-1"": 0.08551600575447083, ""0-2"": -0.05209975317120552, ""1-2"": -0.002009596908465028}"
4573,0.04956381,"{""0-1"": 0.09445048123598099, ""0-2"": -0.050216253846883774, ""1-2"": 0.10445721447467804}"
4574,0.50717148,"{""0-1"": 0.33555179834365845, ""0-2"": 0.20198622345924377, ""1-2"": 0.983976423740387}"
4575,0.10756794,"{""0-1"": 0.10756794363260269}"
4576,0.03737670,"{""0-1"": 0.03860241547226906, ""0-2"": 0.045071858912706375, ""1-2"": 0.028455816209316254}"
4577,0.01024390,"{""0-1"": -0.01690669357776642, ""0-2"": -0.05711902678012848, ""1-2"": 0.1047574132680893}"
4578,0.06257051,"{""0-1"": 0.15343794226646423, ""0-2"": -0.043341755867004395, ""1-2"": 0.07761534303426743}"
4579,-0.04729952,"{""0-1"": -0.10065130144357681, ""0-2"": -0.0397150032222271, ""1-2"": -0.0015322555555030704}"
4580,0.02067410,"{""0-1"": -0.02074245549738407, ""0-2"": 0.03374464064836502, ""1-2"": 0.04902012646198273}"
4581,-0.00922883,"{""0-1"": -0.009228833019733429}"
4582,0.18716358,"{""0-1"": -0.04474682733416557, ""0-2"": -0.12329403311014175, ""1-2"": 0.7295315861701965}"
4583,0.10699913,"{""0-1"": 0.0005648594815284014, ""0-2"": 0.3567834794521332, ""1-2"": -0.03635094687342644}"
4584,0.05430005,"{""0-1"": 0.14499825239181519, ""0-2"": 0.014552019536495209, ""1-2"": 0.0033498830161988735}"
4585,0.15579653,"{""0-1"": 0.15579652786254883}"
4586,0.20242842,"{""0-1"": 0.2024284154176712}"
4587,-0.06594366,"{""0-1"": -0.12810982763767242, ""0-2"": -0.04741927981376648, ""1-2"": -0.02230186015367508}"
4588,0.07422167,"{""0-1"": 0.074221670627594}"
4589,0.97427440,"{""0-1"": 0.9742743968963623}"
4590,0.00277733,"{""0-1"": -0.08586634695529938, ""0-2"": -0.039845407009124756, ""1-2"": 0.13404375314712524}"
4591,0.02763384,"{""0-1"": 0.019914187490940094, ""0-2"": 0.04828719422221184, ""1-2"": 0.014700149185955524}"
4592,0.26503032,"{""0-1"": 0.2650303244590759}"
4593,0.84050030,"{""0-1"": 0.8405002951622009}"
4594,0.97364104,"{""0-1"": 0.973641037940979}"
4595,0.17253322,"{""0-1"": -0.034602947533130646, ""0-2"": -0.08004811406135559, ""1-2"": 0.6322507262229919}"
4596,1.00000000,"{""0-1"": 1.0}"
4597,0.00000000,{}
4598,-0.05162682,"{""0-1"": -0.051626820117235184}"
4599,0.05154140,"{""0-1"": -0.011203447356820107, ""0-2"": 0.15643003582954407, ""1-2"": 0.009397624991834164}"
4600,0.35424796,"{""0-1"": 0.35424795746803284}"
4601,0.34737315,"{""0-1"": 0.6331214308738708, ""0-2"": -0.01754208654165268, ""1-2"": 0.4265401065349579}"
4602,0.04797289,"{""0-1"": 0.1477135270833969, ""0-2"": -0.05505713075399399, ""1-2"": 0.0512622594833374}"
